PID,mods_recordInfo_recordIdentifier_s,mods_titleInfo_title_s,new_url
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9557,,"Enhanced methods of operational modal analysis",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9150,,"Origins of adaptation: cultural emergence in the US Army, 1970-1991",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7045,"Thesis 9205","A semantic matchmaking system for online dating",https://unbscholar.lib.unb.ca/handle/1882/14606
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7049,"Thesis 9221","Low-complexity channel estimation for LTE-based systems in time-varying channels",https://unbscholar.lib.unb.ca/handle/1882/13474
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7093,"Thesis 9267","The mixed member proportional representation system and minority representation :",https://unbscholar.lib.unb.ca/handle/1882/14128
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7105,,"Investigating the recovery of stable isotope values in an aquatic ecosystem after the closure of a pulp mill",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9283,,"The dynamics of empowerment measures on population health outcome and well-being",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8309,,"Self-disclosure, self-identity and illness centrality after cancer: the experiences of young adult cancer survivors",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9391,,"Analysis of clustered data using Tweedie models with covariate-dependent random effects",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8082,,"Knowledge management practices in construction non-profit volunteer organisations (CONVOs):",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9126,,"The Bristol-Shiktehawk bifaces and Early Woodland ceremonialism in the middle St. John Valley, New Brunswick",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6899,,"The design and test of an anthropomorphic hand prosthesis with multigrasp capability",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6220,"Thesis 9449","The influence of climate change on aquifer thermal and hydraulic regimes :",https://unbscholar.lib.unb.ca/handle/1882/14115
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6499,"Thesis 9483","Difficulties and constraints faced by women-led microenterprises in pursuing their desired levels of income and growth :",https://unbscholar.lib.unb.ca/handle/1882/13477
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9272,,"Detecting spoilage of tomatoes by ultrasound spectroscopy",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9319,,"Modeling electron density at high latitudes",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9298,,"An exploration of vulnerability to panic disorder",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9157,,"Mechanical characterization, constitutive and finite element modelling of SMC composites with randomly oriented glass fibres",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9562,,"An exploration of Facebook use: passion, pathology, and well-being",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6588,"Thesis 9551","Stock price prediction via deep belief networks",https://unbscholar.lib.unb.ca/handle/1882/13547
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8835,,"Implementing scalable geoweb applications using cloud and internet computing",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8304,,"""It's not easy to ask for food"" - Stigmatizing attitudes and the community food centre: a New Brunswick case study",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6590,,"Molecular characterization of dieldrin in the zebrafish hypothalamus",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9138,,"The information insects leave behind: spatial and temporal variation of benthic assemblages using novel non-invasive methods",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7067,"Thesis 9239","Implementation and validation of a UNB Vienna Mapping Functions service",https://unbscholar.lib.unb.ca/handle/1882/14122
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7623,,"The effect of empowerment/self determination on population health",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7999,,"Macro-regional meadowood",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9324,,"Development of a high temperature lithium-ion sensor and reference electrode for application in nuclear reactor systems",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6521,"Thesis 9472","A critical discourse analysis of violence in the Mass Effect universe",https://unbscholar.lib.unb.ca/handle/1882/14270
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8838,,"Improved convergence for GNSS precise point positioning",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9437,,"International students' views of the helpful and hindering factors in forming a therapeutic relationship in the context of a photo-assisted session",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7032,"Thesis 9359","Position estimation of nodes moving in a wireless sensor network",https://unbscholar.lib.unb.ca/handle/1882/14252
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7622,,"Turnover rates and trophic discrimination factors of δ34s in brook trout, Salvelinus fontinalis",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6219,"Thesis 9519","Synthesis of highly active unsupported molybdenum sulfide catalysts for hydrosulfurization and hydrodeoxygenation",https://unbscholar.lib.unb.ca/handle/1882/13715
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8840,,"Visualization, statistical analysis, and mining of historical vessel data",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8083,,"What is the relationship between industry, occupation, and body weight in Canada?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9060,,"Visualization, statistical analysis, and mining of historical vessel data",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9560,,"The impact of acute resistance training on irisin in younger and older adults living with overweight or obesity",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7951,,"Supplementary material for ""Far-infrared synchrotron-based spectroscopy of proton tunnelling in malonaldehyde""",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9573,,"Comparing biomechanical variables in older adult fallers and non-fallers",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7972,,"The impact of income on the health of Chinese residents",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9082,,"Improving skip side slipper plate design to accommodate higher impact bunton force",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7713,,"Evolution of retroduplicated genes in drosophila",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7642,,"A positively charged, diffusion resistant, bispyridinylidene derivative as an anolyte for organic redox flow batteries",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9303,,"Modeling and improving the performance of cloud systems",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6907,,"An analysis of the employment needs of provincial offenders and the impact of employment intervention",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9411,,"Effect of substrate on settlement behaviour, development, growth, and survival of American lobster postlarvae, and evidence that mud bottom can serve as secondary nursery habitat",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7926,,"A Bayesian Poisson mixed modelling approach to survival model with compound Poisson distributed frailty",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9124,,"Wall shear-stress management on an accelerating circular cylinder",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8274,,"Collective decision making using conditional preference networks without considering all users' preferences over all attributes",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7040,"Thesis 9191","Cryptanalysis of a knapsack cryptosystem",https://unbscholar.lib.unb.ca/handle/1882/14492
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9500,,"Quantification of changes in spatial and temporal gait parameters due to path radius",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7048,"Thesis 9212","Developing an understanding of the implications of traffic sign retroreflectivity guidelines for the province of New Brunswick",https://unbscholar.lib.unb.ca/handle/1882/13197
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6540,"Thesis 9436","Sleep-related fall monitoring among elderly using non-invasive wireless bio-sensors",https://unbscholar.lib.unb.ca/handle/1882/13654
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7957,,"Lessons in mid-nineteenth-century New Brunswick teacher careerism",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7126,,"Indoor real-time positioning using Ultra-Wideband technology",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8705,,"Analysis of the Juan de Fucas GPS survey 1986",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8368,,"Volatile-element signatures of volcanogenic massive sulfide deposits in the Bathurst mining camp, New Brunswick, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9501,,"Evaluation of minimum thickness requirements for FRP reinforced concrete",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7726,,"Cognitive vulnerabilities to depression in an interpersonal and stress generation context",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8828,,"Implementation and validation of a UNB Vienna Mapping Functions service",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7722,,"Does acute aerobic exercise increase attention in adults with self-reported ADHD symptoms indicated by a change in eye blinks and CPT-II scores?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6545,"Thesis 9397","A framework for migration of conventional client-server software systems to cloud",https://unbscholar.lib.unb.ca/handle/1882/13291
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9071,,"Ethics e:learning education in long-term care: A SWOT analysis",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9424,,"Efficient text search with spatial constraints",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8253,,"Examining correlations between student debt levels and financial literacy",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9116,,"Baseline noise and model parameters in surface electromyography",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9397,,"Correlation between computer recognized facial emotions and informed emotions during a casino computer game",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6923,,"Continuity connection for cross laminated timber (CLT) floor diaphragms",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9492,,"Hydrodynamic loads on axisymmetric bodies with casings in translation",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6461,"Thesis 9589","The utility of growth form for predicting and evaluating aquatic plant nutrient relations",https://unbscholar.lib.unb.ca/handle/1882/13609
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8103,,"Estimates of genetic parameters for growth traits and of effects of climatic transfer and edaphic conditions for select families New Brunswick black spruce",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6526,"Thesis 9486","Frequency hopping spread spectrum harmonic radar",https://unbscholar.lib.unb.ca/handle/1882/14469
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7106,,"Evolutionary dynamics of precipitation in Atlantic Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7693,,"Indoor localization supporting smartphone advertising",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9152,,"Investigating thumb mechanics in texting using novel instrumentation methods",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8356,,"Synthesis of silica nanofibers embedded with gold nanoparticles by laser pulses and sputtering techniques",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8826,,"Urban land cover classification and moving vehicle extraction using very high resolution satellite imagery",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9585,,"Historical significance as a tool to understand high school students' identity in a bilingual setting",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8107,,"A Phishing e-mail detection approach using machine learning techniques",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9516,,"Synthesis and electronic properties of dibenzothieno-isoindole dione building blocks for organic electronic devices",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9513,,"An automatic authorship attribution technique for Android applications",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7753,,"Machine learning for wind power prediction",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9556,,"Moisture content and joint behavior of bridge decks made of mechanically laminated timber",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8020,,"Development and assessment of loosely-coupled ins using smartphone sensors",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8762,,"Proper environmental reduction for attenuation in multi-sector sonars",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8757,,"Short-Arc orbit improvement for GPS satellites",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7912,,"An integration of geological and geophysical evidence of impact at Manicouagan",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9602,,"Numerical simulation of ducted and non-ducted tidal turbines using actuator line method",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8857,,"De-correlation of tropospheric error and height component on GNSS using combined zenith-dependent parameter",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8081,,"Testing diagnostic bioindicators in prairie streams",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7071,"Thesis 9245","Capture of sulfur dioxide using sulfur oxydianions",https://unbscholar.lib.unb.ca/handle/1882/14536
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7982,,"Cape Breton Gothic",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6544,"Thesis 9340","Controlled surfactant adsorption and release within oil formations for enhanced oil recovery",https://unbscholar.lib.unb.ca/handle/1882/14145
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8500,,"Analysis of multi-frequency carrier phase linear combinations for GNSS",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9600,,"The development of new ylidic substituents for stronger bispyridinylidene reducing agents",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7046,"Thesis 9207","K-spectrum Support Vector Machine classifier for spam filtering",https://unbscholar.lib.unb.ca/handle/1882/14288
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9586,,"Structural damage identification using vibration-based model updating",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7096,,"Improving shallow-water multibeam target detection at low grazing angles",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7164,,"What will be the future role of China in the world?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9299,,"Econometric evaluation of large weather events due to climate change",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8354,,"Biocompatibility enhancement of crystalline silicon induced by nanosecond laser pulses for biomedical device fabrication",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8123,,"Myoelectric pattern recognition state-based classification method for improved dynamic performance and real-time usability",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6720,,"Petrological and metallogenic studies of the Nashwaak granite and felsic dykes associated with the Sisson Book W-Mo-(Cu) deposit, west-central New Brunswick, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6601,"Thesis 9565","A sentiment analysis framework for social issues",https://unbscholar.lib.unb.ca/handle/1882/13782
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6503,"Thesis 9498","Navigating public space, negotiating patriarchy : daily experiences of women in a Canadian urban context",https://unbscholar.lib.unb.ca/handle/1882/14303
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8022,,"Integration of catalytic cracking and hydrotreating technology for triglyceride deoxygenation",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6187,"Thesis 9367","Seasonal migrations of the American eel, Anguilla rostrata, in the Upper Salmon River, New Brunswick",https://unbscholar.lib.unb.ca/handle/1882/13407
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9584,,"A framework for developing adaptive service compositions",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9559,,"The role of individual protective factors in predicting youth recidivism",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9294,,"Help-seeking for suicidality in women who have experienced intimate partner violence",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9588,,"Accuracy of the classical height system",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9164,,"Understanding transportation needs in Minto, Chipman and surrounding areas",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9305,,"Precision calculations of long-range interactions among three atomic systems",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9633,,"Disturbance-estimator based dead-beat current controller for grid-connected single-phase power electronic converters",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7739,,"Untangling the relationship between creativity and mindfulness",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7038,"Thesis 9152","Simulator for adaptive multimedia transmission over wireless networks",https://unbscholar.lib.unb.ca/handle/1882/14078
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7163,,"Impaired driving",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7003,"Thesis 9385","A genetic-algorithm-based solution for HTTP-based malware signature generation",https://unbscholar.lib.unb.ca/handle/1882/14592
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7685,,"Combinatorial descriptions of the m-Cambrian lattices",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9443,,"zTrust: adaptive decentralized trust model for QoS selection in electronic marketplaces",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7084,"Thesis 9247","Investigation of NS-2 movement file generation for a curved path",https://unbscholar.lib.unb.ca/handle/1882/14421
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8017,,"The economic impact of the ICT sector",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7144,,"Structure elucidation and synthesis of a putative cuticular contact pheromone of the Braconid Wasp Wroughtonia Occidentalis, a native parasitoid of the Brown Spruce Longhorn Beetle (T. Fuscum)",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8125,,"Design and validation of an apparatus of continuous monitoring of energy associated with puncturing and wear",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8099,,"Impacts of the brown spruce longhorn beetle, Tetropium fuscum (Fabricius) (Coleoptera: Cerambycidae), on insect community structure in its invaded habitat of Nova Scotia, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9106,,"The impact of age structure on consumption in Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8088,,"Aspects of modified gravity",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7127,,"A fault tolerant data structure for Peer-to-Peer range query processing",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7629,,"Impact of attack by gallmakers on their ancestral and novel plant hosts in a goldenrod-insect system",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6528,"Thesis 9468.","A comprehensive typology of substance misusing offenders :",https://unbscholar.lib.unb.ca/handle/1882/14315
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7733,,"Bayesian compound poisson mixed models for longitudinal semi-continuous data with non-ignorable missingness",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7732,,"Promoting pro-environmental behavior",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8760,,"An improved approach for soil moisture estimation by employing illumination-corrected data in a modified Ts-VI method",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7964,,"""Restorative in its effect, economic in its result""",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9605,,"Unfinished endings: narratives of the transition process of retirement for elite athletes with a physical disability",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9118,,"Fingerprinting Android obfuscation tools using visualization",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7109,,"Flexible control strategies using FACTS schemes for motor drives and smart grid applications",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7857,,"Quasi-free actions on graph algebras",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8837,,"Modelling the estuarine circulation of the port of Saint John",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9281,,"An exploratory study of knowledge-seeking behaviour of New Brunswick entrepreneurs",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7108,,"Determination of a geoid model for Ghana using the Stokes-Helmert method",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6600,"Thesis 9563","Independent pro-supination control in transradial myoelectric prostheses",https://unbscholar.lib.unb.ca/handle/1882/14020
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7712,,"Can distribution services cost explains home bias in trade?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9373,,"Numerical simulation of active heat injection near an earth-concrete dam interface for the identification of anomalous seepage",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8280,,"Collaborative content distribution with device-to-device communications",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9121,,"Work-team knowledge conversion, an interdisciplinary approach",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9119,,"DNA-Droid: a real-time Android ransomeware detection framework",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9160,,"Assessing the suitability of passive bio-collectors for monitoring biodiversity of subtotal cobble-bottom habitat",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9395,,"Visual exploration of changing FPGA architectures in the VTR project",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7035,,"Diskless data analytics on distributed coordination systems",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8858,,"Building detection in off-nadir very high resolution satellite images based on stereo 3D information",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9264,,"A modular protection for grid-connected battery storage systems",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6582,"Thesis 9597","Structural response of mid-rise hybrid building system consisting of a light wood frame structure and stiff core",https://unbscholar.lib.unb.ca/handle/1882/13907
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7855,,"A dynamic model on advertising level and product quality",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7965,,"Is negative self-talk all that bad?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7155,,"""Aduh, Biyung!"" (""Ouch Mother!"")",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7645,,"Bio-nanocomposites for enhancing water vapor barrier of cellulose-based packaging materials",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6536,"Thesis 9425","Multipath TCP for user cooperation in wireless networks",https://unbscholar.lib.unb.ca/handle/1882/13936
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9401,,"Development as pedagogy: engaging the Somali polity in the restoration of their civil society",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6510,"Thesis 9501","Analyzing mobile games using a social network analysis approach",https://unbscholar.lib.unb.ca/handle/1882/13268
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6905,"Thesis 9431","How the media influences public policy",https://unbscholar.lib.unb.ca/handle/1882/13206
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7984,,"Lithostratigraphy and structure of the eastern Amer group, Nu, using combined surface mapping and enhanced sub-surface geophysical data",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7961,,"Guidelines for drone use",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9444,,"Using traits-based ecology to inform aquatic insect assemblage structure in relation to environmental flows",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7960,,"Taking Facebook offline",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9462,,"Factors influencing teacher's aspirations to the principalship in Prince Edward Island schools",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8311,,"What is the meaning of 21st century education in New Brunswick?",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9414,,"Designing and realizing the USB interface in the thermal conductivity instrument",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8265,,"Socio-economic determinants of electricity prices in New Brunswick",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9169,,"Solar photovoltaic panel and roofing material detection using WorldView-3 imagery",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9507,,"Industrial wireless control using ultra-wideband radio",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9316,,"The design, synthesis, and properties of isoindolinone molecular switches",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6552,"Thesis 9504","Self-organizing mobile medium ad hoc network in NS-2",https://unbscholar.lib.unb.ca/handle/1882/13462
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9104,,"The impact of cohort size on labour force participation",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6938,,"Medium access control in cooperative wireless networks with user mobility and incentive design",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9394,,"Exploring an IPv6 protocol for mobile sensor network communication",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9419,,"Investigating different methods for query selection in preference elicitation",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8305,,"Novel magnetically recyclable MoS[subscript 2] catalysts for hydrodesulfurization and hydrodeoxygenation",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7687,,"Passive UHF RFID tag antenna design using graphite-based conductive papers",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7147,,"Working in self-employment",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9153,,"A geometric morphometric approach to cranial variation in 18th to 19th century skeletal populations form the St.Lawrence Region, Canada",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7719,,"The effect of virtual reality exposure on fear of public speaking using cloud-based software",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9549,,"Effects of working posture and height on shoulder and spine loading during automobile repair tasks",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7043,"Thesis 9199","Design and implementation of peer collaboration service framework on cloud",https://unbscholar.lib.unb.ca/handle/1882/14378
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9577,,"Persistence and entrepreneurial success",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7037,"Thesis 9143","Conversation-based P2P botnet detection with decision fusion",https://unbscholar.lib.unb.ca/handle/1882/14109
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9307,,"A new performance test for evaluating the ASR potential of job mixtures",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8308,"Thesis 10004","Generating realistic trace files for memory management simulators by instrumenting IBM's J9 Java Virtual Machine",https://unbscholar.lib.unb.ca/handle/1882/13898
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6527,"Thesis 9391","Pakistan against itself",https://unbscholar.lib.unb.ca/handle/1882/13950
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9420,,"Canadian public service broadcasting in the information age",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7979,,"Far-infrared synchrotron-based spectroscopy of proton tunnelling in malonaldehyde",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9509,,"Is the perfect the enemy of the good? the role of dietary choices, perceptions, and experiences in meat consumption patterns in the U.S.",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9494,,"Structural analysis and mineral association of the Matoush uranium deposit, Otish Basin, Quebec",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9255,,"Anaerobic membrane bioreactors: enhancing performance of an external tubular nano filtration membrane module",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9378,,"Data sampling and reconstruction strategies for rock core magnetic resonance imaging",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8411,,"From Lapland to Labrador: exploring the potential of indigenous participation in environmental impact assessments",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6532,"Thesis 9473","Techniques of governmentality, neoliberalism, technological determinism, and the McKenna miracle",https://unbscholar.lib.unb.ca/handle/1882/14377
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6511,"Thesis 9517","Quality of service enhancement for drive-thru Internet",https://unbscholar.lib.unb.ca/handle/1882/13822
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:9581,,"Urban Bhutanese high school youth conceptions of happiness",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:8291,,"An automatic approach to discover lexical semantic differences in varieties of English",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:6218,"Thesis 9456","Computed deflection of continuous reinforced concrete flexural members",https://unbscholar.lib.unb.ca/handle/1882/13760
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7673,,"On the feasibility of using pattern recognition based myoelectric control as a human-computer interface for individuals with paralysis",
https://unbscholar.lib.unb.ca/islandora/object/unbscholar:7696,,"Performance evaluation of a ZigBee-based wireless sensor network for wide area network micro-grid applications",
